symbol,timestamp,price,size
BAC,2019-05-01 09:33:37.584627,30.505,90
CVX,2019-05-01 09:33:37.909369,119.99,200
BAC,2019-05-01 09:33:38.207574,30.51,120
AAPL,2019-05-01 09:33:38.264777,201.15900000000002,30
AAPL,2019-05-01 09:33:38.740546,201.23,50
CVX,2019-05-01 09:33:38.769573,119.97,150
BAC,2019-05-01 09:33:38.780365,30.5,180
CVX,2019-05-01 09:33:39.393129,120.00200000000001,80
AAPL,2019-05-01 09:33:39.423474,201.2299,80
BAC,2019-05-01 09:33:39.463632,30.505,420
AAPL,2019-05-01 09:33:39.698863,201.1501,70
BAC,2019-05-01 09:33:39.806100,30.49,110
CVX,2019-05-01 09:33:40.382160,120.04,100
AAPL,2019-05-01 09:33:40.388206,201.2,50
BAC,2019-05-01 09:33:40.645618,30.51,30
BAC,2019-05-01 09:33:40.841492,30.5131,100
CVX,2019-05-01 09:33:40.902518,120.01,160
AAPL,2019-05-01 09:33:41.177503,201.145,40
CVX,2019-05-01 09:33:41.261071,120.05,120
BAC,2019-05-01 09:33:41.376630,30.54,20
AAPL,2019-05-01 09:33:41.396810,201.2311,90
BAC,2019-05-01 09:33:41.457863,30.53,80
CVX,2019-05-01 09:33:41.776544,120.035,80
AAPL,2019-05-01 09:33:42.040670,201.14,50
CVX,2019-05-01 09:33:42.061413,120.07,150
BAC,2019-05-01 09:33:42.070631,30.5547,20
AAPL,2019-05-01 09:33:42.120346,201.16,80
BAC,2019-05-01 09:33:42.295424,30.54,50
AAPL,2019-05-01 09:33:42.610445,201.02,60
CVX,2019-05-01 09:33:42.690521,120.05,60
BAC,2019-05-01 09:33:42.824511,30.56,130
AAPL,2019-05-01 09:33:42.982046,201.01,90
AAPL,2019-05-01 09:33:43.237334,201.01,70
AAPL,2019-05-01 09:33:43.362366,201.1232,50
CVX,2019-05-01 09:33:43.529200,120.06,110
BAC,2019-05-01 09:33:43.595441,30.54,190
AAPL,2019-05-01 09:33:43.742010,201.2,110
AAPL,2019-05-01 09:33:43.783521,201.2275,70
AAPL,2019-05-01 09:33:43.892120,201.19,70
BAC,2019-05-01 09:33:43.991856,30.51,50
BAC,2019-05-01 09:33:44.079407,30.53,60
CVX,2019-05-01 09:33:44.089568,120.01,140
AAPL,2019-05-01 09:33:44.252634,201.24400000000003,70
CVX,2019-05-01 09:33:44.504957,120.02,90
BAC,2019-05-01 09:33:44.652927,30.53,120
AAPL,2019-05-01 09:33:44.723473,201.09,70
BAC,2019-05-01 09:33:44.816239,30.55,150
CVX,2019-05-01 09:33:44.946233,120.061,100
BAC,2019-05-01 09:33:45.234248,30.555,10
AAPL,2019-05-01 09:33:45.383601,200.96,100
BAC,2019-05-01 09:33:45.642027,30.55,50
CVX,2019-05-01 09:33:45.917150,120.06,110
BAC,2019-05-01 09:33:46.113020,30.5699,10
CVX,2019-05-01 09:33:46.129857,120.095,100
CVX,2019-05-01 09:33:46.155430,120.11,70
AAPL,2019-05-01 09:33:46.327931,200.9999,70
CVX,2019-05-01 09:33:46.724255,120.14,140
AAPL,2019-05-01 09:33:46.845599,200.9116,60
CVX,2019-05-01 09:33:46.867548,120.17,60
BAC,2019-05-01 09:33:46.937037,30.56,110
BAC,2019-05-01 09:33:47.364486,30.56,50
CVX,2019-05-01 09:33:47.473718,120.21799999999999,120
AAPL,2019-05-01 09:33:47.687451,200.88,150
CVX,2019-05-01 09:33:47.828722,120.205,50
BAC,2019-05-01 09:33:47.864199,30.58,60
BAC,2019-05-01 09:33:48.206505,30.57,60
BAC,2019-05-01 09:33:48.394869,30.58,60
AAPL,2019-05-01 09:33:48.572675,201.06,30
CVX,2019-05-01 09:33:48.590992,120.2,90
AAPL,2019-05-01 09:33:48.635045,201.1146,30
CVX,2019-05-01 09:33:49.200213,120.24,150
AAPL,2019-05-01 09:33:49.226641,201.135,40
BAC,2019-05-01 09:33:49.307486,30.5734,120
CVX,2019-05-01 09:33:49.974002,120.25,90
BAC,2019-05-01 09:33:49.984606,30.5717,20
BAC,2019-05-01 09:33:50.025977,30.57,120
BAC,2019-05-01 09:33:50.035794,30.565,40
AAPL,2019-05-01 09:33:50.171974,201.1,60
AAPL,2019-05-01 09:33:50.361658,201.17,40
BAC,2019-05-01 09:33:50.632253,30.56,90
CVX,2019-05-01 09:33:50.925593,120.27,80
CVX,2019-05-01 09:33:51.008425,120.28,80
AAPL,2019-05-01 09:33:51.215407,201.1642,50
CVX,2019-05-01 09:33:51.251320,120.24,200
BAC,2019-05-01 09:33:51.400618,30.575,230
CVX,2019-05-01 09:33:51.445306,120.245,90
AAPL,2019-05-01 09:33:51.968895,201.16,40
CVX,2019-05-01 09:33:52.073957,120.21,90
BAC,2019-05-01 09:33:52.263391,30.57,200
AAPL,2019-05-01 09:33:52.269047,201.27,60
CVX,2019-05-01 09:33:52.521507,120.225,130
AAPL,2019-05-01 09:33:52.869404,201.37,40
AAPL,2019-05-01 09:33:53.103157,201.42,60
BAC,2019-05-01 09:33:53.111647,30.57,150
CVX,2019-05-01 09:33:53.243388,120.195,70
CVX,2019-05-01 09:33:53.824556,120.23,90
AAPL,2019-05-01 09:33:53.918510,201.3964,90
BAC,2019-05-01 09:33:54.026715,30.57,10
AAPL,2019-05-01 09:33:54.040587,201.38,80
AAPL,2019-05-01 09:33:54.066615,201.33,80
CVX,2019-05-01 09:33:54.200641,120.205,80
AAPL,2019-05-01 09:33:54.507868,201.3331,170
BAC,2019-05-01 09:33:54.691213,30.575,110
CVX,2019-05-01 09:33:55.199865,120.175,160
AAPL,2019-05-01 09:33:55.218350,201.27,40
BAC,2019-05-01 09:33:55.295347,30.585,120
BAC,2019-05-01 09:33:55.423171,30.565,120
BAC,2019-05-01 09:33:55.499966,30.545,30
AAPL,2019-05-01 09:33:55.788860,201.18,60
CVX,2019-05-01 09:33:56.086640,120.17,100
BAC,2019-05-01 09:33:56.106815,30.535,20
AAPL,2019-05-01 09:33:56.768440,201.15,50
CVX,2019-05-01 09:33:56.891044,120.22,100
BAC,2019-05-01 09:33:56.983806,30.5423,80
CVX,2019-05-01 09:33:57.025089,120.17,80
AAPL,2019-05-01 09:33:57.029891,201.16,30
CVX,2019-05-01 09:33:57.606826,120.19,150
AAPL,2019-05-01 09:33:57.694104,201.16400000000002,50
CVX,2019-05-01 09:33:57.697093,120.18,40
AAPL,2019-05-01 09:33:57.724888,201.2,30
BAC,2019-05-01 09:33:57.953903,30.53,80
BAC,2019-05-01 09:33:57.968693,30.5455,60
AAPL,2019-05-01 09:33:57.977219,201.1,60
BAC,2019-05-01 09:33:58.387796,30.56,80
AAPL,2019-05-01 09:33:58.440145,201.1102,40
BAC,2019-05-01 09:33:58.514901,30.5569,120
CVX,2019-05-01 09:33:58.556129,120.22,240
BAC,2019-05-01 09:33:58.736674,30.55,140
BAC,2019-05-01 09:33:59.105605,30.53,70
AAPL,2019-05-01 09:33:59.259190,201.065,30
CVX,2019-05-01 09:33:59.279956,120.26,350
BAC,2019-05-01 09:33:59.340181,30.53,30
BAC,2019-05-01 09:33:59.361697,30.53,30
CVX,2019-05-01 09:33:59.571110,120.15,80
BAC,2019-05-01 09:33:59.661987,30.54,20
AAPL,2019-05-01 09:33:59.720072,201.12,40
BAC,2019-05-01 09:33:59.885358,30.5585,30
CVX,2019-05-01 09:33:59.963429,120.25,260
AAPL,2019-05-01 09:34:00.485339,201.13,40
AAPL,2019-05-01 09:34:00.641177,201.16,20
BAC,2019-05-01 09:34:00.744963,30.565,50
CVX,2019-05-01 09:34:00.902948,120.22,60
BAC,2019-05-01 09:34:00.925585,30.5557,140
BAC,2019-05-01 09:34:01.286809,30.565,80
AAPL,2019-05-01 09:34:01.486410,201.34,40
CVX,2019-05-01 09:34:01.674403,120.21,170
BAC,2019-05-01 09:34:01.687491,30.565,90
BAC,2019-05-01 09:34:02.165381,30.55,80
AAPL,2019-05-01 09:34:02.217737,201.21,80
AAPL,2019-05-01 09:34:02.478366,201.33,60
CVX,2019-05-01 09:34:02.529803,120.13,50
BAC,2019-05-01 09:34:02.620515,30.551,130
CVX,2019-05-01 09:34:03.022048,120.16,170
AAPL,2019-05-01 09:34:03.201364,201.36,40
AAPL,2019-05-01 09:34:03.246654,201.45,100
AAPL,2019-05-01 09:34:03.377487,201.355,40
BAC,2019-05-01 09:34:03.573744,30.55,50
BAC,2019-05-01 09:34:03.662801,30.56,10
CVX,2019-05-01 09:34:03.674360,120.13,70
BAC,2019-05-01 09:34:03.846553,30.57,60
CVX,2019-05-01 09:34:04.190662,120.21,220
BAC,2019-05-01 09:34:04.244775,30.5623,80
AAPL,2019-05-01 09:34:04.369634,201.36700000000002,50
AAPL,2019-05-01 09:34:04.593510,201.31,50
BAC,2019-05-01 09:34:04.953082,30.58,20
CVX,2019-05-01 09:34:05.055088,120.31,280
AAPL,2019-05-01 09:34:05.186438,201.34,30
BAC,2019-05-01 09:34:05.412528,30.575,40
BAC,2019-05-01 09:34:05.550916,30.5833,40
AAPL,2019-05-01 09:34:05.748880,201.29,30
CVX,2019-05-01 09:34:05.928748,120.23,250
CVX,2019-05-01 09:34:06.180860,120.31,210
CVX,2019-05-01 09:34:06.320049,120.315,60
BAC,2019-05-01 09:34:06.415610,30.58,40
BAC,2019-05-01 09:34:06.447936,30.5769,10
CVX,2019-05-01 09:34:06.604169,120.29,60
AAPL,2019-05-01 09:34:06.677378,201.29,30
CVX,2019-05-01 09:34:06.803927,120.2632,140
AAPL,2019-05-01 09:34:06.993470,201.35,80
CVX,2019-05-01 09:34:06.993592,120.25,250
BAC,2019-05-01 09:34:07.194678,30.57,60
CVX,2019-05-01 09:34:07.206147,120.2449,70
AAPL,2019-05-01 09:34:07.758660,201.45,20
BAC,2019-05-01 09:34:07.775210,30.58,10
CVX,2019-05-01 09:34:07.780565,120.32,270
AAPL,2019-05-01 09:34:07.817232,201.47,160
CVX,2019-05-01 09:34:07.818971,120.369,180
CVX,2019-05-01 09:34:07.861649,120.3248,210
CVX,2019-05-01 09:34:08.299435,120.31,230
AAPL,2019-05-01 09:34:08.391242,201.43,50
BAC,2019-05-01 09:34:08.518791,30.58,120
CVX,2019-05-01 09:34:08.641226,120.26,160
AAPL,2019-05-01 09:34:09.244055,201.3523,50
BAC,2019-05-01 09:34:09.250538,30.57,30
AAPL,2019-05-01 09:34:09.340123,201.266,30
AAPL,2019-05-01 09:34:09.343786,201.27,30
CVX,2019-05-01 09:34:09.500921,120.171,140
CVX,2019-05-01 09:34:09.586008,120.1565,970
CVX,2019-05-01 09:34:10.226070,120.17,230
BAC,2019-05-01 09:34:10.248850,30.58,90
AAPL,2019-05-01 09:34:10.291513,201.27,40
BAC,2019-05-01 09:34:10.532888,30.59,60
CVX,2019-05-01 09:34:10.650435,120.17,130
AAPL,2019-05-01 09:34:10.732147,201.34599999999998,40
CVX,2019-05-01 09:34:10.877025,120.12,160
BAC,2019-05-01 09:34:11.028913,30.590999999999998,10
AAPL,2019-05-01 09:34:11.336809,201.27,40
CVX,2019-05-01 09:34:11.370248,120.12,340
CVX,2019-05-01 09:34:11.728495,120.01,280
AAPL,2019-05-01 09:34:11.867051,201.27,30
BAC,2019-05-01 09:34:12.000957,30.5916,50
AAPL,2019-05-01 09:34:12.063539,201.2,60
AAPL,2019-05-01 09:34:12.177769,201.14,40
BAC,2019-05-01 09:34:12.594661,30.58,70
CVX,2019-05-01 09:34:12.631844,119.96,180
CVX,2019-05-01 09:34:12.688572,119.99,130
CVX,2019-05-01 09:34:12.837244,119.99,540
AAPL,2019-05-01 09:34:13.084834,201.06,90
AAPL,2019-05-01 09:34:13.300780,201.24,40
BAC,2019-05-01 09:34:13.396227,30.58,20
AAPL,2019-05-01 09:34:13.690820,201.27,30
CVX,2019-05-01 09:34:13.835831,120.01,340
AAPL,2019-05-01 09:34:14.061614,201.2849,80
CVX,2019-05-01 09:34:14.107374,120.01,170
BAC,2019-05-01 09:34:14.109139,30.583000000000002,100
AAPL,2019-05-01 09:34:14.740855,201.3,80
BAC,2019-05-01 09:34:15.032670,30.575,40
CVX,2019-05-01 09:34:15.059815,119.98,70
BAC,2019-05-01 09:34:15.087940,30.59,30
BAC,2019-05-01 09:34:15.217689,30.59,70
AAPL,2019-05-01 09:34:15.437408,201.2464,110
AAPL,2019-05-01 09:34:15.516003,201.24,80
AAPL,2019-05-01 09:34:15.673670,201.2664,90
BAC,2019-05-01 09:34:15.799090,30.585,50
CVX,2019-05-01 09:34:15.866817,119.97,110
AAPL,2019-05-01 09:34:16.093387,201.33,60
CVX,2019-05-01 09:34:16.312540,119.96,80
BAC,2019-05-01 09:34:16.374935,30.57,50
AAPL,2019-05-01 09:34:16.484495,201.3068,60
BAC,2019-05-01 09:34:16.535030,30.56,60
CVX,2019-05-01 09:34:16.745230,119.9997,120
AAPL,2019-05-01 09:34:16.892375,201.3617,80
AAPL,2019-05-01 09:34:16.923293,201.2632,40
BAC,2019-05-01 09:34:17.012435,30.57,30
CVX,2019-05-01 09:34:17.475825,120.0473,170
AAPL,2019-05-01 09:34:17.742969,201.27,90
CVX,2019-05-01 09:34:17.745788,120.07,190
BAC,2019-05-01 09:34:17.760680,30.585,30
AAPL,2019-05-01 09:34:17.937397,201.22,60
AAPL,2019-05-01 09:34:18.397659,201.1258,20
CVX,2019-05-01 09:34:18.514538,120.07,160
BAC,2019-05-01 09:34:18.690666,30.5849,30
BAC,2019-05-01 09:34:18.712699,30.575,60
AAPL,2019-05-01 09:34:18.737065,201.0556,40
AAPL,2019-05-01 09:34:19.219602,201.0613,40
CVX,2019-05-01 09:34:19.243580,120.06,110
CVX,2019-05-01 09:34:19.297380,120.0163,180
CVX,2019-05-01 09:34:19.396482,120.0,260
BAC,2019-05-01 09:34:19.518456,30.570999999999998,70
AAPL,2019-05-01 09:34:19.661925,201.11,30
BAC,2019-05-01 09:34:19.692787,30.575,40
AAPL,2019-05-01 09:34:19.848465,201.085,40
CVX,2019-05-01 09:34:19.949090,119.945,180
AAPL,2019-05-01 09:34:20.147449,201.085,50
BAC,2019-05-01 09:34:20.155860,30.56,210
AAPL,2019-05-01 09:34:20.515970,201.17,90
CVX,2019-05-01 09:34:20.648064,119.94,260
AAPL,2019-05-01 09:34:20.759797,201.23,70
BAC,2019-05-01 09:34:20.811556,30.57,40
BAC,2019-05-01 09:34:21.100339,30.58,40
CVX,2019-05-01 09:34:21.250489,119.9417,250
AAPL,2019-05-01 09:34:21.306288,201.2,160
BAC,2019-05-01 09:34:21.367056,30.58,100
BAC,2019-05-01 09:34:21.611226,30.5562,60
BAC,2019-05-01 09:34:21.700050,30.555,160
CVX,2019-05-01 09:34:21.941208,119.965,260
AAPL,2019-05-01 09:34:22.042051,201.195,80
AAPL,2019-05-01 09:34:22.465943,201.06,100
BAC,2019-05-01 09:34:22.657433,30.5439,30
CVX,2019-05-01 09:34:22.756158,119.91,240
CVX,2019-05-01 09:34:22.979188,119.89,710
CVX,2019-05-01 09:34:23.003810,119.92,800
AAPL,2019-05-01 09:34:23.272212,200.96,40
BAC,2019-05-01 09:34:23.410745,30.56,120
CVX,2019-05-01 09:34:23.968534,119.895,400
AAPL,2019-05-01 09:34:24.013120,200.88,20
AAPL,2019-05-01 09:34:24.112749,200.87,30
BAC,2019-05-01 09:34:24.351255,30.575,110
CVX,2019-05-01 09:34:24.830658,120.02,220
AAPL,2019-05-01 09:34:24.913910,200.85,80
BAC,2019-05-01 09:34:24.968909,30.5531,50
CVX,2019-05-01 09:34:25.352352,120.11,200
AAPL,2019-05-01 09:34:25.439634,200.8797,30
AAPL,2019-05-01 09:34:25.556960,200.895,30
CVX,2019-05-01 09:34:25.657458,120.225,260
BAC,2019-05-01 09:34:25.868863,30.57,20
AAPL,2019-05-01 09:34:25.969943,200.81,20
BAC,2019-05-01 09:34:25.974576,30.58,90
CVX,2019-05-01 09:34:26.042904,120.3,380
CVX,2019-05-01 09:34:26.155581,120.39,170
BAC,2019-05-01 09:34:26.241481,30.6028,170
AAPL,2019-05-01 09:34:26.278197,200.8134,40
BAC,2019-05-01 09:34:26.298083,30.59,80
BAC,2019-05-01 09:34:26.563675,30.615,30
AAPL,2019-05-01 09:34:26.856707,200.78,20
AAPL,2019-05-01 09:34:26.933160,200.76,40
CVX,2019-05-01 09:34:26.948182,120.4834,260
AAPL,2019-05-01 09:34:27.382840,200.83,70
BAC,2019-05-01 09:34:27.560164,30.61,40
CVX,2019-05-01 09:34:27.724921,120.525,210
BAC,2019-05-01 09:34:28.340582,30.615,50
AAPL,2019-05-01 09:34:28.362639,200.7348,40
CVX,2019-05-01 09:34:28.405238,120.57,260
CVX,2019-05-01 09:34:28.429030,120.575,190
BAC,2019-05-01 09:34:28.637284,30.605,90
CVX,2019-05-01 09:34:29.002739,120.54,220
CVX,2019-05-01 09:34:29.161510,120.5725,70
BAC,2019-05-01 09:34:29.261943,30.595,70
AAPL,2019-05-01 09:34:29.338211,200.75,50
BAC,2019-05-01 09:34:29.473438,30.61,60
BAC,2019-05-01 09:34:29.685155,30.605,60
CVX,2019-05-01 09:34:29.704973,120.6,130
AAPL,2019-05-01 09:34:29.779455,200.59,20
CVX,2019-05-01 09:34:29.850528,120.585,100
CVX,2019-05-01 09:34:29.877766,120.62,80
BAC,2019-05-01 09:34:29.889101,30.6,60
CVX,2019-05-01 09:34:30.268199,120.5965,80
CVX,2019-05-01 09:34:30.347804,120.655,80
AAPL,2019-05-01 09:34:30.391201,200.66,20
AAPL,2019-05-01 09:34:30.531610,200.5,40
CVX,2019-05-01 09:34:30.592645,120.655,70
BAC,2019-05-01 09:34:30.699130,30.58,30
BAC,2019-05-01 09:34:30.789232,30.5928,110
BAC,2019-05-01 09:34:30.972786,30.62,30
CVX,2019-05-01 09:34:31.423097,120.64,80
AAPL,2019-05-01 09:34:31.465699,200.5765,20
BAC,2019-05-01 09:34:31.585326,30.6101,40
AAPL,2019-05-01 09:34:32.158021,200.67,90
CVX,2019-05-01 09:34:32.161259,120.685,60
AAPL,2019-05-01 09:34:32.255649,200.604,40
BAC,2019-05-01 09:34:32.413558,30.61,40
AAPL,2019-05-01 09:34:32.423266,200.6999,30
BAC,2019-05-01 09:34:32.584210,30.605,110
CVX,2019-05-01 09:34:32.763906,120.64,100
CVX,2019-05-01 09:34:33.091170,120.6136,170
BAC,2019-05-01 09:34:33.270516,30.605,130
AAPL,2019-05-01 09:34:33.313126,200.71,60
AAPL,2019-05-01 09:34:33.338721,200.5999,30
CVX,2019-05-01 09:34:33.342505,120.59,350
AAPL,2019-05-01 09:34:33.706855,200.65,20
CVX,2019-05-01 09:34:33.747559,120.61,370
CVX,2019-05-01 09:34:33.968686,120.505,200
BAC,2019-05-01 09:34:34.110835,30.5919,70
AAPL,2019-05-01 09:34:34.280539,200.6913,20
CVX,2019-05-01 09:34:34.376988,120.46,380
BAC,2019-05-01 09:34:34.767217,30.595,70
AAPL,2019-05-01 09:34:34.950838,200.72,100
CVX,2019-05-01 09:34:34.995115,120.49,400
BAC,2019-05-01 09:34:35.500336,30.555,70
CVX,2019-05-01 09:34:35.575190,120.55,100
AAPL,2019-05-01 09:34:35.734715,200.57,90
BAC,2019-05-01 09:34:35.749108,30.554000000000002,40
AAPL,2019-05-01 09:34:36.114666,200.56,60
CVX,2019-05-01 09:34:36.366497,120.59,160
BAC,2019-05-01 09:34:36.413750,30.545,80
AAPL,2019-05-01 09:34:36.418124,200.54,60
CVX,2019-05-01 09:34:37.064675,120.555,400
BAC,2019-05-01 09:34:37.129632,30.565,140
AAPL,2019-05-01 09:34:37.279942,200.42,30
AAPL,2019-05-01 09:34:37.560860,200.3882,50
BAC,2019-05-01 09:34:37.707018,30.565,20
BAC,2019-05-01 09:34:37.892417,30.576999999999998,40
AAPL,2019-05-01 09:34:37.927192,200.35,50
BAC,2019-05-01 09:34:37.981071,30.565,40
CVX,2019-05-01 09:34:37.985175,120.575,170
BAC,2019-05-01 09:34:38.011902,30.5645,10
BAC,2019-05-01 09:34:38.266967,30.5599,50
BAC,2019-05-01 09:34:38.302559,30.555,30
AAPL,2019-05-01 09:34:38.472477,200.31,100
AAPL,2019-05-01 09:34:38.550776,200.365,40
AAPL,2019-05-01 09:34:38.702211,200.46,40
BAC,2019-05-01 09:34:38.708096,30.565,60
CVX,2019-05-01 09:34:38.758938,120.54,90
CVX,2019-05-01 09:34:39.221165,120.53,450
AAPL,2019-05-01 09:34:39.505854,200.51,30
AAPL,2019-05-01 09:34:39.687387,200.45,40
BAC,2019-05-01 09:34:39.690593,30.565,10
CVX,2019-05-01 09:34:40.052418,120.54,60
BAC,2019-05-01 09:34:40.270050,30.56,20
AAPL,2019-05-01 09:34:40.577272,200.53,80
CVX,2019-05-01 09:34:40.874526,120.515,150
CVX,2019-05-01 09:34:41.032361,120.515,100
AAPL,2019-05-01 09:34:41.205673,200.66,30
BAC,2019-05-01 09:34:41.227565,30.56,70
CVX,2019-05-01 09:34:41.562786,120.515,110
AAPL,2019-05-01 09:34:41.613046,200.71,30
BAC,2019-05-01 09:34:41.759653,30.57,40
AAPL,2019-05-01 09:34:41.980722,200.679,330
CVX,2019-05-01 09:34:41.984794,120.495,130
AAPL,2019-05-01 09:34:42.465195,200.89,20
CVX,2019-05-01 09:34:42.506801,120.51,60
BAC,2019-05-01 09:34:42.541738,30.57,40
CVX,2019-05-01 09:34:42.651924,120.49,150
BAC,2019-05-01 09:34:42.688379,30.565,100
AAPL,2019-05-01 09:34:42.716957,200.81,40
BAC,2019-05-01 09:34:42.909660,30.545,40
AAPL,2019-05-01 09:34:43.261691,200.83,130
BAC,2019-05-01 09:34:43.363567,30.535,20
CVX,2019-05-01 09:34:43.485294,120.53,90
AAPL,2019-05-01 09:34:43.824643,200.875,20
BAC,2019-05-01 09:34:44.103405,30.53,50
CVX,2019-05-01 09:34:44.121996,120.545,210
CVX,2019-05-01 09:34:44.170633,120.48,130
AAPL,2019-05-01 09:34:44.286802,200.9,50
CVX,2019-05-01 09:34:44.325160,120.4,100
AAPL,2019-05-01 09:34:44.489183,200.92,50
AAPL,2019-05-01 09:34:44.573827,200.79,30
BAC,2019-05-01 09:34:44.835948,30.53,60
CVX,2019-05-01 09:34:45.042080,120.32,70
AAPL,2019-05-01 09:34:45.410524,200.7466,50
BAC,2019-05-01 09:34:45.481540,30.5551,80
CVX,2019-05-01 09:34:45.594021,120.35,110
AAPL,2019-05-01 09:34:46.115064,200.512,30
CVX,2019-05-01 09:34:46.228431,120.355,140
AAPL,2019-05-01 09:34:46.284802,200.545,20
BAC,2019-05-01 09:34:46.410344,30.5538,20
CVX,2019-05-01 09:34:46.542562,120.3,50
CVX,2019-05-01 09:34:46.693779,120.3114,90
BAC,2019-05-01 09:34:46.795919,30.55,20
BAC,2019-05-01 09:34:47.087255,30.5365,30
AAPL,2019-05-01 09:34:47.103778,200.53,30
CVX,2019-05-01 09:34:47.292665,120.31,110
CVX,2019-05-01 09:34:47.326933,120.37,40
BAC,2019-05-01 09:34:47.652492,30.54,110
CVX,2019-05-01 09:34:47.902711,120.34,50
BAC,2019-05-01 09:34:48.003944,30.555,10
AAPL,2019-05-01 09:34:48.071997,200.4992,50
BAC,2019-05-01 09:34:48.263200,30.5525,50
AAPL,2019-05-01 09:34:48.832835,200.55,60
CVX,2019-05-01 09:34:48.863595,120.34,60
BAC,2019-05-01 09:34:49.249376,30.55,10
CVX,2019-05-01 09:34:49.370023,120.3102,40
AAPL,2019-05-01 09:34:49.571171,200.48,50
BAC,2019-05-01 09:34:49.579528,30.545,20
BAC,2019-05-01 09:34:49.919278,30.545,50
CVX,2019-05-01 09:34:50.122832,120.28,100
AAPL,2019-05-01 09:34:50.411912,200.32,20
AAPL,2019-05-01 09:34:50.456913,200.3953,90
BAC,2019-05-01 09:34:50.519393,30.535,80
AAPL,2019-05-01 09:34:50.808925,200.3053,70
CVX,2019-05-01 09:34:50.962521,120.28,190
AAPL,2019-05-01 09:34:50.970277,200.21099999999998,80
AAPL,2019-05-01 09:34:51.209349,200.3,70
BAC,2019-05-01 09:34:51.237170,30.51,50
AAPL,2019-05-01 09:34:51.267501,200.42,30
AAPL,2019-05-01 09:34:51.305793,200.47,60
CVX,2019-05-01 09:34:51.503986,120.21,500
BAC,2019-05-01 09:34:51.569054,30.49,20
AAPL,2019-05-01 09:34:51.833093,200.55,40
AAPL,2019-05-01 09:34:52.159003,200.49,40
BAC,2019-05-01 09:34:52.268154,30.48,50
CVX,2019-05-01 09:34:52.498494,120.21,150
BAC,2019-05-01 09:34:52.761019,30.48,60
CVX,2019-05-01 09:34:52.855604,120.23,100
AAPL,2019-05-01 09:34:52.901861,200.49400000000003,70
CVX,2019-05-01 09:34:53.042502,120.25,240
BAC,2019-05-01 09:34:53.191666,30.51,30
AAPL,2019-05-01 09:34:53.496940,200.5803,300
AAPL,2019-05-01 09:34:53.583237,200.65,60
BAC,2019-05-01 09:34:53.980173,30.495,40
CVX,2019-05-01 09:34:54.038378,120.2,360
AAPL,2019-05-01 09:34:54.111986,200.805,40
CVX,2019-05-01 09:34:54.306428,120.25,290
CVX,2019-05-01 09:34:54.333846,120.26,270
AAPL,2019-05-01 09:34:54.537233,200.76,20
AAPL,2019-05-01 09:34:54.550821,200.75,10
CVX,2019-05-01 09:34:54.732472,120.38,160
BAC,2019-05-01 09:34:54.845742,30.485,20
AAPL,2019-05-01 09:34:55.341129,200.6593,60
CVX,2019-05-01 09:34:55.443318,120.27,1140
BAC,2019-05-01 09:34:55.609772,30.495,50
AAPL,2019-05-01 09:34:55.770099,200.79,20
BAC,2019-05-01 09:34:56.117942,30.49,40
AAPL,2019-05-01 09:34:56.320749,200.71,40
CVX,2019-05-01 09:34:56.382867,120.1,530
BAC,2019-05-01 09:34:56.542967,30.4727,80
AAPL,2019-05-01 09:34:56.726804,200.72,20
BAC,2019-05-01 09:34:56.733032,30.48,70
AAPL,2019-05-01 09:34:57.040408,200.7037,20
CVX,2019-05-01 09:34:57.210255,120.175,690
BAC,2019-05-01 09:34:57.397230,30.485,20
AAPL,2019-05-01 09:34:57.485703,200.6907,50
AAPL,2019-05-01 09:34:57.518603,200.715,60
BAC,2019-05-01 09:34:57.522788,30.48,290
AAPL,2019-05-01 09:34:57.886682,200.8261,20
CVX,2019-05-01 09:34:58.101886,120.26,540
CVX,2019-05-01 09:34:58.142598,120.36,1030
AAPL,2019-05-01 09:34:58.186860,200.78,50
BAC,2019-05-01 09:34:58.200145,30.5,30
AAPL,2019-05-01 09:34:58.342198,200.84,40
CVX,2019-05-01 09:34:58.673807,120.39,400
BAC,2019-05-01 09:34:58.779490,30.505,60
BAC,2019-05-01 09:34:58.913639,30.5,40
AAPL,2019-05-01 09:34:59.317025,200.76,40
CVX,2019-05-01 09:34:59.611390,120.365,250
CVX,2019-05-01 09:34:59.628861,120.4,220
BAC,2019-05-01 09:34:59.675898,30.515,70
BAC,2019-05-01 09:34:59.954820,30.515,40
AAPL,2019-05-01 09:35:00.193881,200.733,20
BAC,2019-05-01 09:35:00.264235,30.52,10
CVX,2019-05-01 09:35:00.432107,120.3,100
AAPL,2019-05-01 09:35:00.485446,200.82,40
AAPL,2019-05-01 09:35:00.588426,200.83,30
AAPL,2019-05-01 09:35:00.829823,200.6839,80
BAC,2019-05-01 09:35:00.916515,30.53,70
CVX,2019-05-01 09:35:01.314438,120.35,120
BAC,2019-05-01 09:35:01.367633,30.505,20
AAPL,2019-05-01 09:35:01.555814,200.7745,60
AAPL,2019-05-01 09:35:01.844871,200.73,60
CVX,2019-05-01 09:35:02.118094,120.36,220
BAC,2019-05-01 09:35:02.120492,30.515,40
CVX,2019-05-01 09:35:02.230346,120.48,250
AAPL,2019-05-01 09:35:02.582842,200.67,50
CVX,2019-05-01 09:35:02.924803,120.525,340
BAC,2019-05-01 09:35:03.063343,30.5,30
